title,author,isbn,year,editorial
Mono Y Esencia,Aldous Huxley,9788437636795,2017,Catedra
Arenas Blancas: Experiencias Del Mundo Exterior,Geoff Dyer,9788439732914,2017,Literatura Random House
Sakamura Y Los Turistas Sin Karma,Pablo Tusset,9788423352432,2017,Destino
Corre Hasta El Fin Del Mundo,Adrian J. Walker,9788401018695,2017,Plaza & Janes Editores
El Demonio De Las Sombras (Imperio De Las Tormentas 2),Jon Skovron,9788445004166,2017,Minotauro
Sortilegio,Maria Zaragoza,9788445004609,2017,Minotauro
Renegado,Jim Butcher,9788416780532,2017,Nosolorol
(I.B.D.) El Expediente Mccarthy,Carlos N. Lopez Ramon y Cajal,9788491128748,2017,Caligrama Editorial
Diccionario De Nueva York,Alfonso Armada,9788499426129,2017,Peninsula
Notas Sobre Venecia,Juan Lamillar,9788416247851,2017,Forcola
La Voz Del Amo,Stanislaw Lem,9788416542789,2017,Impedimenta
Diez Cuentos De Terror,Edgar Allan Poe,9788415973904,2016,Reino De Cordelia
El Destino Del Tearling (Trilogia La Reina Del Tearling 3),Erika Johansen,9788401019234,2017,Plaza & Janes Editores
El Muro De Las Tormentas,Ken Liu,9788491046011,2017,Alianza Editorial
Venecia,Regis Debray,9788494638015,2017,Confluencias
Hombres Sinteticos De Marte: Bajo Las Lunas De Marte 9,Edgar Rice Burroughs,9788494601675,2017,La Biblioteca Del Laberinto
¡A La Orden Mi Sargento!,German Vaquero,9788416776863,2017,Almuzara
Los Primeros Hombres En La Luna,Herbert George Wells,9788494652653,2017,Libros Mablaz
Libre Y Salvaje: La Gran Aventura De La Vuelta Al Mundo A Pie,Ignacio Dean,9788408170129,2017,Planeta
La Llegada Del Rey: El Codice De Los Compañeros. Libro 2,R.a. Salvatore,9788445004470,2017,Minotauro
Los Jugadores De Titan,Philip K. Dick,9788445004494,2017,Minotauro
A Lo Largo Del Camino,Aldous Huxley,9788494388613,2016,Interfolio
La Fundacion Nº 1 (Los Fantasmas De Gaunt),Dan Abnett,9788445004463,2017,Minotauro
Caballo De Troya 2,J. J. Benitez,9788432038105,1991,Planeta
Odisea,Michael P. Kube-Mcdowell,9788427232716,1989,Molino
Aku-Aku. El Secreto De La Isla De Pascua (4ª Ed.),Thor Heyerdahl,9788426107213,1983,Juventud
Cadaques (2ª Ed.),Josep Pla,9788426107015,1982,Juventud
Psychopompos: Un Romance,H.p. Lovecraft,9788494331350,2017,Arrebato Libros
Los Sauces,Algernon Blackwood,9788494561979,2016,Hermida Editores S.L.
La Alpujarra,Pedro Antonio de Alarcon,9788478132256,2013,Miraguano
Los Mejores Chistes Del Mundo,Samuel Red,9788479275686,2010,Robinbook
Las Cajas Del Destino: La Espada De La Verdad (Vol. 2),Terry Goodkind,9788448032258,2003,Timun Mas
Farishta,Marc Pastor,9788416743193,2017,Amsterdam Llibres
Los Tommyknockers,Stephen King,9788401322914,1994,Plaza &Amp; Janes
El Libro De Las Sombras Contadas: La Espada De La Verdad (Vol. 1),Terry Goodkind,9788448032241,2003,Timun Mas
Passeig Dels Molins D Aigua De La Safor,Fernando Sendra,9788489663688,2001,Edicions Del Bullent
En Todos Los Mundos Posibles,Enrique Miralles,9788417042141,2017,Esdrujula
La Suerte Del Bufon (Saga El Reino De Los Vetulus 9 / Trilogia El Profeta Blanco 3),Robin Hobb,9788401019302,2017,Plaza & Janes Editores
De Madrid Al Zielo Nº 3: Resistencia,Alfonso Zamora Llorente,9788416961252,2017,Dolmen Editorial
Zombies De Leningrado Nº 2: La Perspectiva Del Canibal,Javier Cosnava,9788416961269,2018,Dolmen Editorial
El Coloso De Nueva York,Colson Whitehead,9788439732983,2017,Literatura Random House
Insultario,Jose Antonio Ruiz Gracia,9788415862413,2018,Pepitas De Calabaza
El Archivo De Atrocidades (Serie Los Expedientes De La Lavanderia 1),Charles Stross,9788494702006,2017,Insolita Editorial
El Peor Viaje Del Mundo,Apsley Cherry-Garrard,9788466662345,2017,S.A. Ediciones B
Horas Extras,Bernardo Atxaga,9788494591617,2019,Hurtado Y Ortega Editores
Los Siete Pilares De La Sabiduria,T.e. Lawrence,9788466662338,2017,S.A. Ediciones B
El Bosque Oscuro (Trilogia De Los Tres Cuerpos 2),Cixin Liu,9788466660921,2017,S.A. Ediciones B
Relatos De Diez Mundos,Arthur C. Clarke,9788435021302,2017,Edhasa
Historias Sobrenaturales,Robert Hugh Benson,9788422019718,2017,Biblioteca De Autores Cristianos
Fracasamos Al Soñar,Dioni Arroyo Merino,9788416936229,2017,Nowevolution
Calaveras En Las Estrellas,Robert E. Howard,9788494682148,2017,La Biblioteca Del Laberinto
Señora De Los Caidos,Alvaro Aparicio,9788494667725,2017,Pulpture
Breve Manual Del Perfecto Aventurero,Pierre Mac Orlan,9786079409739,2017,Jus Libreros Y Editores
Libros De Sangre Ii (Vol. Iv V Vi),Clive Barker,9788477028666,2017,Valdemar
Heresy (Saga Assassin S Creed 10),Christie Golden,9788491640561,2017,La Esfera De Los Libros
Espada Auxiliar (Trilogia Del Radch 2),Ann Leckie,9788466660426,2017,S.A. Ediciones B
El Principe Lestat Y Los Reinos De La Atlantida (Cronicas Vampiricas Vol. Xii),Anne Rice,9788466661652,2017,S.A. Ediciones B
Entre Cero Y Ocho Mil Metros (2ª Ed.),Kurt Diemberger,9788498293814,2017,Desnivel
Coronada De Moscas,Margo Glantz,9786077781301,2019,Sexto Piso
Vivir Sobrevivir Y Enamorarse De Roma,Rafael Gomez Perez,9788417666064,2019,Editorial Y
Transcrepuscular (Formato Silver),Emilio Bueso,9788416035601,2017,Gigamesh
Portico: Los Anales De Los Heechee I,Frederick Pohl,9788466662031,2017,S.A. Ediciones B
Trieste O El Sentido De Ninguna Parte,Jan Morris,9788416529438,2017,Gallo Nero
Cuentos De Un Soñador,Lord Dunsany,9788477028987,2019,Valdemar
Narrativa Completa,H.p. Lovecraft,9788417477646,2019,Pluton Ediciones
Dracula Y Otros Relatos De Terror,Bram Stoker,9788417477653,2019,Pluton Ediciones
Olympo,Dan Simmons,9788417347499,2019,S.A. Ediciones B
Luna Ascendente (Trilogia Luna 3),Ian Mcdonald,9788417347246,2019,S.A. Ediciones B
Musicos De Sevilla: El Chiringuito De Bandones,@chirinbanda,9788478988037,2018,Alfar
Los Caminantes: Necropolis (Saga Los Caminantes 2),Carlos Sisi,9788445006177,2019,Minotauro
El Imperio Mecha Samurai,Peter Tieryas,9788417347413,2019,S.A. Ediciones B
Los Cazahuesos (Saga Malaz: El Libro De Los Caidos 6),Steven Erikson,9788417347314,2019,S.A. Ediciones B
Binti (2ª Ed.),Nnedi Okorafor,9788494795886,2019,Crononauta
La Gran Caceria  (Rueda Del Tiempo Nº 2),Robert Jordan,9788445007013,2019,Minotauro
El Lingotazo,Sergio Sanchez Moran,9788494898686,2019,Insolita Editorial
Paisajes Italianos,Edith Wharton,9788417134723,2019,Escolar Y Mayo
Los Tejedores De Cabellos,Andreas Eschbach,9788498891225,2019,Alamut Ediciones
Los Hijos Del Capitan Grant En America Del Sur,Julio Verne,9788445909485,2018,Editors
Ilse La Hechicera,Terry Brooks,9788417525170,2019,Oz Editorial
Quien Teme A La Muerte,Nnedi Okorafor,9788494795893,2019,Crononauta
Los Hijos Del Capital Grant,Julio Verne,9788445909478,2018,Editors
Dracula Luz De Mi Vida (Xi Premio Tristana),Alfredo Baranda,9788415740582,2019,Menoscuarto
Roma,Charles Dickens,9788416868605,2019,Casimiro Libros
El Imperio En Llamas (Saga La Interdependencia 2),John Scalzi,9788445006252,2019,Minotauro
El Fantasma De La Opera,Gaston Leroux,9788417430610,2019,Alma Europa
Buscando A Jake Y Otros Relatos,China Mieville,9788494885266,2020,La Máquina Hace Ping!
La Narracio D Arthur Gordon Pym,Edgar Allan Poe,9788475887661,2019,Edicions Proa S.A
Disforia: Algo Se Mueve Entre Las Sombras Algo Viaja Entre La Locura Y Terror,David Jasso,9788477028000,2015,Valdemar
Diario De Gordon,Marcos Chicot,9788416261505,2015,Duomo Editorial
¿Podemos Aun Reirnos De Todo?,Cabu,9788499424156,2015,Peninsula
El Libro De Hiperborea,Clark Ashton Smith,9788437633923,2015,Catedra
Peregrinos De La Belleza: Viajeros Por Italia Y Grecia,Maria Belmonte Barrenechea,9788416011513,2015,El Acantilado
Pronto Sera De Noche,Jesus Cañadas,9788477028017,2015,Valdemar
El Pais Azafran: Primera Travesia Invernal Del Great Himalaya Trail (Finalista Premio Desnivel 2012),Javier Campos,9788498293319,2015,Desnivel
La Aventura De Mi Vida,Osa Johnson,9788415374800,2015,El Viento
La Guerra De Las Salamandras,Karel Capek,9788494369711,2015,Weston
El Rey De Amarillo,Robert Chambers,9788494328442,2015,Libros Del Zorro Rojo
La Habitacion Del Dragon Volador Y Otros Cuentos De Terror Y Misterio,Joseph Sheridan Le Fanu,9788477027980,2005,Valdemar
Estacion De Tormentas (Saga Geralt De Rivia 8) (Edicion Coleccion Ista) (Precuela),Andrzej Sapkowski,9788498891027,2015,Alamut Ediciones
Cosas Raras Que Se Oyen En Las Librerias,Jen Campbell,9788415996873,2015,Malpaso Ediciones
La Doble Vida De Theophraste Longuet,Gaston Leroux,9788494305931,2015,Lineas Paralelas
Ciudad Humana 2: Caos,Carlos J. Lluch,9788494236693,2014,Autor-Editor
El Ultimo Tren A La Zona Verde: Mi Safari Africano Definitivo,Paul Theroux,9788420410814,2015,Alfaguara
La Guerra De Los Mundos,Herbert George Wells,9786071411174,2015,Editores Mexicanos Unidos
Zanoni O El Secreto De Los Inmortales,Edward Bulwer-Lytton,9788477027935,2005,Valdemar
Star Wars: Lealtad,Timothy Zahn,9788416308491,2015,Planeta De Agostini
Medio Rey (Trilogia El Mar Quebrado 1),Joe Abercrombie,9788415831600,2015,Fantascy
La Vuelta Al Mundo Entre Sabios Santos Y Viajeros,Jorge Sanchez,9788498273496,2016,Dilema
Grimscribe,Thomas Ligotti,9788477027973,2015,Valdemar
La Vuelta Al Mundo En Bicicleta: Una Viaje Sin Prisas Alrededor De Uno Mismo,Juan Jose Alonso Checa,9788498293074,2014,Desnivel
El Cerebro Supremo De Marte: Bajo Las Lunas De Marte 6,Edgar Rice Burroughs,9788494310973,2015,La Biblioteca Del Laberinto
Ciudad Humana,Carlos J. Lluch,9788494236686,2014,Autor-Editor
De Viaje - Francia España Argelia E Italia,Stefan Zweig,9788415707301,2015,Sequitur
Justicia Auxiliar (Trilogia Del Radch 1),Ann Leckie,9788466656887,2015,S.A. Ediciones B
Los Ajedrecistas De Marte: Bajo Las Lunas De Marte 5,Edgar Rice Burroughs,9788494310966,2015,La Biblioteca Del Laberinto
Mig Rei (El Mar Trencat 1),Joe Abercrombie,9788415961840,2015,Rosa Dels Vents
El Camino Cruel: Un Viaje Por Turquia Persia Y Afganistan Con Annemarie Swarzenbach,Ella Maillart,9788415958314,2015,La Linea Del Horizonte Ediciones
Zombies De Leningrado,Javier Cosnava,9788415932956,2015,Dolmen Books
Cita Con Rama,Arthur C. Clarke,9788435021524,2015,Edhasa
Trece Monos,Cesar Mallorqui,9788415831402,2015,Fantascy
Por El Mar De Cortes,John Steinbeck,9788499424446,2015,Peninsula
Constantinopla; Seguido De Un Viaje Al Peru,Julio Camba,9788416246717,2015,Renacimiento
La Vuelta Al Mundo En 10 Años: El Libro De La Independencia: Turq Uia-Siria-Jordania-Egipto,Pablo Rey,9788461690374,0,Autor-Editor
Revival,Stephen King,9788401015380,2015,Plaza & Janes Editores
Tras Las Huellas De Herodoto,Antonio Penades,9788416392254,2015,Almuzara
Italia A Media Luz,David Herbert Lawrence,9788416160341,2015,Abada
El Libro Del Convaleciente,Enrique Jardiel Poncela,9788416345373,2015,Biblioteca Nueva
Mig Mon (El Mar Trencat 2),Joe Abercrombie,9788415961871,2015,Rosa Dels Vents
Stalker: Picnic Extraterrestre,Arkadi Strugatski,9788416035052,2015,Gigamesh
Musgos De Una Vieja Rectoria,Nathaniel Hawthorne,9788477028048,2005,Valdemar
Tres Hombres En Una Barca,Jerome K. Jerome,9788416290314,2015,Blackie Books
Año Nuevo En Sudan,Luis Pancorbo,9788490566121,2015,Rba Libros
Sicilia Mia,Cesare Brandi,9788494366635,2015,Editorial Elba
Infinite Ii,May R. Ayamonte,9788494199998,2015,2 De Letras
Medio Mundo (Trilogia El Mar Quebrado 2),Joe Abercrombie,9788415831631,2015,Fantascy
Ciencia Ficcion: Nueva Guia De Lectura,Miguel Barcelo Garcia,9788466657358,2015,S.A. Ediciones B
El Camino De Los Reyes (Saga El Archivo De Las Tormentas 1),Brandon Sanderson,9788466657662,2015,S.A. Ediciones B
Tierras Solares,Ruben Dario,9788416685387,2016,Renacimiento
Arte De Distinguir A Los Cursis (2ª Ed.),Francisco Silvela,9788492755738,2016,Trama
Cronicas De La Adolestreinta. La Segunda Edad Del Pavo,Laura Santolaya Del Burgo,9788403515758,2016,Aguilar
Seneca Quevedo Y Otros Plastas Por El Estilo,Enrique Gallud Jardiel,9788494546204,2016,Apeiron Ediciones
Fahrenheit 451 (Catalan),Ray Bradbury,9788492672530,2009,Educ@Ula (Grup 62)
Gotrek Y Felix. Tercer Omnibus,William King,9788445003855,2019,Minotauro
Las Casas De Los Rusos,Robert Aickman,9788494523137,2016,Editorial Atalanta
La Herejia De Horus 24: Traidor,Aaron Dembski Bowden,9788445003923,2016,Minotauro
Gotrek Y Felix. Segundo Omnibus,William King,9788445003848,2019,Minotauro
Casas Encantadas (Eneida),Ambrose Bierce,9788415458913,2016,Eneida
Venture Science Fiction 1957 - 1970,Francisco Arellano,9788494474248,2016,La Biblioteca Del Laberinto
Leyendas De Xoth,Lin Carter,9788494474224,2016,La Biblioteca Del Laberinto
La Gracia De Los Reyes,Ken Liu,9788491043546,2016,Alianza Editorial
Ojos Nuevos,Emilio Carrillo,9788494517341,2016,Adaliz Ediciones
El Vuelo Madrid-Mania (1926) Y Una Aventura En El Desierto,Joaquin Loriga,9788416225781,2016,Ediciones 19
Gotrek Y Felix. Primer Omnibus,William King,9788445003831,2019,Minotauro
El Libro De Sombra (La Saga De La Ciudad 2),Juan Cuadra Perez,9788415831730,2015,Fantascy
Apocalipsis Island 7: La Batalla Final,Vicente Garcia,9788416436194,2015,Dolmen Editorial
La Sombra De Pranthas,Rayco Cruz,9788494427527,2015,Beginbook Editorial
Los Trazos De La Cancion,Bruce Chatwin,9788499424521,2015,Peninsula
La Casa De La Muerte,Sarah Pinborough,9788491041146,2015,Alianza Editorial
¿Sueñan Los Androides Con Ovejas Electricas?,Philip K. Dick,9788437634555,2015,Catedra
Un Verano Chino,Javier Reverte,9788401015441,2015,Plaza & Janes Editores
El Tiempo Entre Suturas,Enfermera Saturada,9788401015878,2015,Plaza & Janes Editores
Aquesta Nit No Parlis Amb Ningu!,Josep Sampere,9788494310867,2015,Males Herbes
Frankenstein O El Moderno Prometeo,Mary Shelley,9788439730804,2015,Literatura Random House
A Todo Vapor (Mundodisco 40 / Humedo Von Mustachen 3 / La Guardia De La Ciudad 12),Terry Pratchett,9788415831679,2015,Fantascy
Recuerdos Del Cuerpo,Lisa Tuttle,9788494310980,2015,La Biblioteca Del Laberinto
Cordoba,Alexandre Dumas,9788416395774,2015,Alhena Media
Unity (Saga Assassin S Creed 7),Oliver Bowden,9788490604779,2015,La Esfera De Los Libros
El Pais De Las Sombras Largas,Hans Ruesch,9788415374886,2015,El Viento
Mas Maldito Karma,David Safier,9788432225468,2015,Seix Barral
El Hobbit: La Batalla De Los Cinco Ejercitos Cronicas Vi: El Arte De La Guerra,Daniel Falconer,9788445002766,2015,Minotauro
Hyperion (Saga Los Cantos De Hyperion 1),Dan Simmons,9788466658034,2015,S.A. Ediciones B
Estambul Otomano,Juan Goytisolo,9788499424569,2015,Peninsula
Seleccion De Relatos De Horror,Edgar Allan Poe,9788415089766,2015,Pluton Ediciones
Relatos Completos 3,Isaac Asimov,9788498890952,2014,Alamut Ediciones
El Codice De Las Brujas,Victor Conde,9788416436255,2015,Dolmen Editorial
Astronautas,Stanislaw Lem,9788416542352,2016,Impedimenta
El Secadero De Iguanas,Pedro Andreu Lopez,9788494398995,2016,Mueve Tu Lengua
Narraciones Terrorificas,Jose Mallorqui,9788415157182,2016,Bibliopolis
De Categoria (Internacional),Vicent Marco,9788494508677,2016,Sargantana
Introduccio A L Ombra,Manuel de Pedrolo,9788499757353,2016,Pages
El Caballero De Los Siete Reinos (Ed. Rustica),George R.r. Martin,9788416035373,2015,Gigamesh
La Herejia De Horus 23: Angel Exterminatus,Graham Mcneill,9788445003725,2016,Minotauro
Star Wars: Heredero Del Imperio,Timothy Zahn,9788416543854,2016,Planeta De Agostini
El Azar Y El Destino: Viajes Por Latinomamerica,Cees Nooteboom,9788416638949,2016,Siruela
Salvajes (Saga Susurros 4),A.g. Howard,9788416224319,2016,Oz Editorial
Los Albigenses,Charles Robert Maturin,9788477028284,2016,Valdemar
Exploradores Y Viajeros Por Africa,Eduardo Mendez Riestra,9788415374916,2016,El Viento
Pequeño Diccionario Salvaje,Octavio Cortes Oliveras,9788494465659,2016,Sloper
Assassin S Creed: Los Secretos De La Hermandad,Victor Blazquez,9788416436446,2016,Dolmen Editorial
La Saga De Hrolf Kraki,Poul Anderson,9788491042976,2016,Alianza Editorial
Palmeras De La Brisa Rapida: Un Viaje A Yucatan,Juan Villoro,9788494105289,2016,Altair S.A.
Escuchar Iran,Patricia Almarcegui,9788460870524,2016,Autor-Editor
Viaje Por El Artico,Arthur Conan Doyle,9788494476167,2016,Confluencias
Pandorax (Warhammer 40000. Space Marine Battles 3),C.z. Dunn,9788445003756,2016,Minotauro
La Batalla Del Colmillo (Warhammer 40000. Space Marine Battles 2),Chris Wraight,9788445003749,2016,Minotauro
De Como Las Bestias Hacen El Amor A Lo Humano Y Los Humanos A Lo Bestia,Kalikatres,9788488015075,1992,S.L. Calambur Editorial
Siguiendo La Ruta De Los Clipers,Valerie Solis,9788426128263,1994,Juventud
Monje El,Matthew Gregory Lewis,9788477020479,2005,Valdemar
El Señor De Los Anillos (Edicion Lujo. Ilustrado Por Alan Lee),J.r.r. Tolkien,9788445071793,9999,Minotauro
La Tournee De Dios,Enrique Jardiel Poncela,9788470303197,1989,Biblioteca Nueva
Tratado De Las Buenas Maneras Ii (7ª Ed.),Alfonso Ussia,9788408011477,1996,Planeta
Signos Vitales,Robin Cook,9788401492877,1997,Plaza & Janes Editores
Cronica Japonesa,Nicolas Bouvier,9788415958468,2016,La Linea Del Horizonte Ediciones
Cuentos Desde El Otro Lado,Concepcion Perea,9788494455568,2016,Nevsky Prospects Sl
Los Mitos De Cthulhu,H.p. Lovecraft,9788441436961,2016,Edaf
Blade Runner: ¿Sueñan Los Androides Con Ovejas Electricas?,Philip K. Dick,9788435021296,2016,Edhasa
Sicilia Paseada,Vincenzo Consolo,9788494450341,2016,Traspies
Omnibus Ultramarines (Primera Trilogia) (El Portador De La Noche / Guerreros De Ultramar / Cielo Muerto Sol Negro),Graham Mcneill,9788445003428,2016,Minotauro
El Dios Asesinado En El Servicio De Caballeros,Sergio Sanchez Moran,9788415831860,2016,Fantascy
Fin De Semana En Nueva York,Josep Pla,9788423350773,2016,Destino
Omnibus Ultramarines (Segunda Trilogia) (Campo De La Muerte / Coraje Y Honor / El Legado Del Capitulo),Graham Mcneill,9788445003435,2016,Minotauro
Aurora,Kim Stanley Robinson,9788445003060,2016,Minotauro
La Vida Es Serum: Histories D Una Infermera Saturada,Enfermera Saturada,9788416430222,2016,Rosa Dels Vents
La Tierra Permanece,George R. Stewart,9788416035434,2016,Gigamesh
El Viento Por La Cerradura (Saga La Torre Oscura 8),Stephen King,9788401018947,2016,Plaza & Janes Editores
Madre In Spain,Señorita Puri,9788401017018,2016,Plaza & Janes Editores
Los Cascabeles De Madama Locura,Antonio de Hoyos y Vinent,9788494375521,2016,La Biblioteca Del Laberinto
Maximas Minimas,Enrique Jardiel Poncela,9788416685189,2016,Renacimiento
De Viaje Iv - La India Y America,Stefan Zweig,9788415707387,2016,Sequitur
Londres,Paul Morand,9788494476181,2016,Confluencias
El Viaje De Don Quijote,Julio Llamazares,9788420420943,2016,Alfaguara
El Novisimo Algazife O Libro De Las Postrimerias,Rafael Llopis,9788494474255,2016,La Biblioteca Del Laberinto
Magia Robada (Trilogia La Ley Del Milenio 1),Trudi Canavan,9788415831839,2016,Fantascy
La Herejia De Horus 27: El Imperio Olvidado: Una Luz En La Oscuridad,Dan Abnett,9788445003343,2016,Minotauro
Star Wars Consecuencias La Deuda De Vida (Novela),Chuck Wendig,9788416816132,2016,Planeta De Agostini
Cronicas De Shannara 3: La Cancion De Shannara,Terry Brooks,9788416224326,2016,Oz Editorial
China: Una Historia,John Keay,9788416840694,2016,Ecc
Les Uvis De La Ira,Enfermera Saturada,9788416430383,2016,Rosa Dels Vents
Las Uvis De La Ira,Enfermera Saturada,9788401017551,2016,Plaza & Janes Editores
Gestarescala,Philip K. Dick,9788437635767,2016,Catedra
La Puerta Del Desierto,Jorge Carreño,9788494564291,2016,Ediciones Camelot Srl
Cartas Patanas,Lucia Carro Marina,9788416647736,2016,Biblioteca Nueva
La Casa En El Limite,William Hope Hodgson,9788437635750,2016,Catedra
Star Wars Rogue One Catalyst (Novela),James Luceno,9788416816156,2017,Planeta De Agostini
Eisenhorn,Dan Abnett,9788445004289,2017,Minotauro
Lo Que Ves Cuando Cierras Los Ojos,David Jasso,9788494625800,2016,Apache Libros
El Imperio De Las Tormentas (Imperio De Las Tormentas 1),Jon Skovron,9788445004296,2017,Minotauro
Estados Unidos De Japon,Peter Tieryas,9788466660464,2017,S.A. Ediciones B
La Maldicion Del Dragon,Victor Garcia,9788494649721,2016,Atlantis
El Castillo De Los Carpatos,Julio Verne,9788477028451,2016,Valdemar
El Gran Tractat De La Caca,Martin Piñol,9788416297627,2016,Fanbooks
El Danubi,Claudio Magris,9788415091134,2016,Edicions De 1984
